dsb_sense_id|slownet_synset_id
8270472|eng-30-00405179-a
14408|eng-30-00405879-a
8185618|eng-30-00405879-a
904|eng-30-00406243-v
8258119|eng-30-00406243-v
8258687|eng-30-00406243-v
8265096|eng-30-00406243-v
7118|eng-30-00406243-v
8263880|eng-30-00406243-v
8280327|eng-30-00407053-b
8280329|eng-30-00407053-b
8271234|eng-30-00407151-a
8271228|eng-30-00407151-a
8269243|eng-30-00407420-a
8272817|eng-30-00407420-a
8283052|eng-30-00407535-n
8283053|eng-30-00407535-n
15587|eng-30-00409668-a
15592|eng-30-00409668-a
88553|eng-30-00412271-n
88556|eng-30-00412271-n
8270823|eng-30-00412788-a
16288|eng-30-00412788-a
8270827|eng-30-00412788-a
8269646|eng-30-00412788-a
25124|eng-30-00412788-a
8270828|eng-30-00412788-a
8274653|eng-30-00412788-a
8297076|eng-30-00412839-n
8364465|eng-30-00412839-n
8297075|eng-30-00412839-n
8303813|eng-30-00413239-n
8303814|eng-30-00413239-n
8260896|eng-30-00414174-v
8260897|eng-30-00414174-v
8274062|eng-30-00414354-a
8270579|eng-30-00414354-a
8259906|eng-30-00417001-v
8259907|eng-30-00417001-v
8275104|eng-30-00417204-a
8275105|eng-30-00417204-a
8272857|eng-30-00418198-a
35584|eng-30-00418198-a
8270006|eng-30-00418364-a
8269623|eng-30-00418364-a
25585|eng-30-00418364-a
8270009|eng-30-00418364-a
25620|eng-30-00418364-a
8269622|eng-30-00418364-a
8270009|eng-30-00418950-a
8269622|eng-30-00418950-a
8264925|eng-30-00419137-v
8264927|eng-30-00419137-v
8264926|eng-30-00419137-v
8264928|eng-30-00419137-v
14389|eng-30-00419289-a
8274645|eng-30-00419289-a
8274646|eng-30-00419289-a
8273314|eng-30-00419289-a
8269772|eng-30-00419289-a
8272016|eng-30-00419289-a
8276335|eng-30-00419289-a
8184533|eng-30-00419908-n
8301407|eng-30-00419908-n
8307862|eng-30-00420477-n
8307863|eng-30-00420477-n
1534|eng-30-00421691-v
8216093|eng-30-00421691-v
8274646|eng-30-00421875-a
8272016|eng-30-00421875-a
440|eng-30-00422090-v
8195094|eng-30-00422090-v
8273834|eng-30-00422168-a
8273835|eng-30-00422168-a
8284672|eng-30-00424934-n
8284675|eng-30-00424934-n
8284674|eng-30-00424934-n
8301407|eng-30-00425278-n
8301410|eng-30-00425278-n
8275597|eng-30-00425313-a
8273314|eng-30-00425313-a
8272016|eng-30-00425313-a
8275597|eng-30-00425740-a
26695|eng-30-00425740-a
8273314|eng-30-00425740-a
8273312|eng-30-00425740-a
29058|eng-30-00425740-a
8272265|eng-30-00425740-a
29312|eng-30-00425740-a
32147|eng-30-00425740-a
8290159|eng-30-00425905-n
8290161|eng-30-00425905-n
8195530|eng-30-00425967-v
8195295|eng-30-00425967-v
8299308|eng-30-00426928-n
8312756|eng-30-00426928-n
8292071|eng-30-00427580-n
8286608|eng-30-00427580-n
8274645|eng-30-00427786-a
8274646|eng-30-00427786-a
81673|eng-30-00428000-n
8304916|eng-30-00428000-n
83920|eng-30-00428000-n
8310273|eng-30-00428000-n
8307624|eng-30-00428000-n
78412|eng-30-00428270-n
78417|eng-30-00428270-n
8299308|eng-30-00429048-n
8299309|eng-30-00429048-n
8267430|eng-30-00429060-v
8268894|eng-30-00429060-v
8267431|eng-30-00429060-v
8268895|eng-30-00429060-v
8279442|eng-30-00429274-b
44257|eng-30-00429274-b
44970|eng-30-00429274-b
8280115|eng-30-00429274-b
8279445|eng-30-00429274-b
8284159|eng-30-00429322-n
8289550|eng-30-00429322-n
20229|eng-30-00429355-a
31486|eng-30-00429355-a
55828|eng-30-00429440-n
8194352|eng-30-00429440-n
8293940|eng-30-00430140-n
8293943|eng-30-00430140-n
8293942|eng-30-00430140-n
8293944|eng-30-00430140-n
8297992|eng-30-00430140-n
8320837|eng-30-00431117-v
8320836|eng-30-00431117-v
8268922|eng-30-00431117-v
8320837|eng-30-00431610-v
8320836|eng-30-00431610-v
8268922|eng-30-00431610-v
8269687|eng-30-00431774-a
20229|eng-30-00431774-a
8269688|eng-30-00431774-a
22031|eng-30-00431774-a
8269691|eng-30-00431774-a
8272901|eng-30-00431774-a
31486|eng-30-00431774-a
8269690|eng-30-00431774-a
8281063|eng-30-00431941-b
8281060|eng-30-00431941-b
8281061|eng-30-00431941-b
8325360|eng-30-00432683-v
8325364|eng-30-00432683-v
8325366|eng-30-00432683-v
8263651|eng-30-00432683-v
8294262|eng-30-00432689-n
8294265|eng-30-00432689-n
8294263|eng-30-00432689-n
8196101|eng-30-00433232-v
8262065|eng-30-00433232-v
8221468|eng-30-00433232-v
2934|eng-30-00433232-v
8262064|eng-30-00433232-v
8262077|eng-30-00433232-v
2933|eng-30-00433232-v
8191428|eng-30-00433232-v
8262078|eng-30-00433232-v
8266594|eng-30-00433232-v
8268922|eng-30-00433232-v
8262073|eng-30-00433232-v
8266591|eng-30-00433232-v
8266593|eng-30-00433232-v
8200323|eng-30-00433232-v
8192867|eng-30-00433232-v
8269773|eng-30-00433529-a
18476|eng-30-00433529-a
20610|eng-30-00433529-a
8269774|eng-30-00433529-a
8273860|eng-30-00433529-a
8269775|eng-30-00433529-a
24339|eng-30-00433529-a
24379|eng-30-00433529-a
8270470|eng-30-00433529-a
8271298|eng-30-00433529-a
8274131|eng-30-00433529-a
8270472|eng-30-00433529-a
8273150|eng-30-00433529-a
8273845|eng-30-00433529-a
8156969|eng-30-00433802-n
8156977|eng-30-00433802-n
8292633|eng-30-00433802-n
41260|eng-30-00434354-b
44460|eng-30-00434354-b
8258032|eng-30-00434374-v
8258035|eng-30-00434374-v
8258039|eng-30-00434374-v
8259702|eng-30-00434374-v
8258037|eng-30-00434374-v
8258041|eng-30-00434374-v
8323333|eng-30-00434374-v
8323334|eng-30-00434374-v
8259705|eng-30-00434374-v
8263037|eng-30-00434374-v
3758|eng-30-00434374-v
8258038|eng-30-00434374-v
8258042|eng-30-00434374-v
8263237|eng-30-00434374-v
8263239|eng-30-00434374-v
8195725|eng-30-00434374-v
8258036|eng-30-00434374-v
8258040|eng-30-00434374-v
8263238|eng-30-00434374-v
8263240|eng-30-00434374-v
8266531|eng-30-00434374-v
8266536|eng-30-00434374-v
8201397|eng-30-00434374-v
8262324|eng-30-00434374-v
8266528|eng-30-00434374-v
8266533|eng-30-00434374-v
8258016|eng-30-00434374-v
8259889|eng-30-00434374-v
24111|eng-30-00434384-a
8273841|eng-30-00434384-a
24112|eng-30-00434384-a
8273842|eng-30-00434384-a
3917|eng-30-00435481-v
8263136|eng-30-00435481-v
7718|eng-30-00435481-v
8269738|eng-30-00438332-a
8269748|eng-30-00438332-a
8269756|eng-30-00438332-a
8269749|eng-30-00438332-a
8269740|eng-30-00438332-a
76940|eng-30-00438338-n
81296|eng-30-00438338-n
14339|eng-30-00438909-a
8269674|eng-30-00438909-a
14342|eng-30-00438909-a
8269677|eng-30-00438909-a
25020|eng-30-00438909-a
27656|eng-30-00438909-a
8269679|eng-30-00438909-a
30082|eng-30-00438909-a
8273688|eng-30-00438909-a
8277227|eng-30-00438909-a
8277226|eng-30-00438909-a
8271947|eng-30-00438909-a
39498|eng-30-00438909-a
8273689|eng-30-00438909-a
8273688|eng-30-00439252-a
8273689|eng-30-00439252-a
8299235|eng-30-00439484-n
8299236|eng-30-00439484-n
8264526|eng-30-00440286-v
8260988|eng-30-00440286-v
8280286|eng-30-00441043-b
8280291|eng-30-00441043-b
8262326|eng-30-00441212-v
8259922|eng-30-00441212-v
8269564|eng-30-00441365-a
25896|eng-30-00441365-a
26078|eng-30-00441365-a
8269562|eng-30-00441365-a
8225597|eng-30-00441445-v
8263687|eng-30-00441445-v
8911|eng-30-00441445-v
8261562|eng-30-00441445-v
8263687|eng-30-00441881-v
8261562|eng-30-00441881-v
8220228|eng-30-00442669-v
8264707|eng-30-00442669-v
10412|eng-30-00442669-v
8264708|eng-30-00442669-v
8269995|eng-30-00442827-a
8272206|eng-30-00442827-a
15779|eng-30-00443274-a
26827|eng-30-00443274-a
8267606|eng-30-00443984-v
8267607|eng-30-00443984-v
8270566|eng-30-00444220-a
8276084|eng-30-00444220-a
14431|eng-30-00444519-a
35919|eng-30-00444519-a
8323819|eng-30-00444984-a
8323818|eng-30-00444984-a
8287536|eng-30-00445351-n
8287535|eng-30-00445351-n
8264707|eng-30-00445711-v
8264708|eng-30-00445711-v
8364658|eng-30-00446107-a
8364660|eng-30-00446107-a
8364661|eng-30-00446107-a
8364662|eng-30-00446107-a
8364663|eng-30-00446107-a
8271375|eng-30-00446107-a
8321049|eng-30-00447472-a
8323819|eng-30-00447472-a
8323818|eng-30-00447472-a
39665|eng-30-00448130-b
45816|eng-30-00448130-b
18717|eng-30-00448314-a
18719|eng-30-00448314-a
25274|eng-30-00448314-a
8274832|eng-30-00448314-a
8274834|eng-30-00448314-a
27133|eng-30-00449332-a
27135|eng-30-00449332-a
8296436|eng-30-00450335-n
8296437|eng-30-00450335-n
8259828|eng-30-00450997-v
8259813|eng-30-00450997-v
8161110|eng-30-00451370-n
64289|eng-30-00451370-n
8178506|eng-30-00451370-n
8161110|eng-30-00451563-n
64289|eng-30-00451563-n
8178506|eng-30-00451563-n
2899|eng-30-00452512-v
9853|eng-30-00452512-v
8261503|eng-30-00453554-v
8262165|eng-30-00453554-v
8262017|eng-30-00453554-v
8262285|eng-30-00453554-v
8262284|eng-30-00453554-v
8265811|eng-30-00453554-v
8161686|eng-30-00454121-n
86290|eng-30-00454121-n
8294659|eng-30-00456199-n
8294660|eng-30-00456199-n
8279470|eng-30-00457171-b
8281874|eng-30-00457171-b
8271935|eng-30-00457598-a
8271936|eng-30-00457598-a
8258240|eng-30-00458471-v
8258241|eng-30-00458471-v
18373|eng-30-00458664-a
32028|eng-30-00458664-a
25676|eng-30-00459330-a
26865|eng-30-00459330-a
8270791|eng-30-00459330-a
8276093|eng-30-00459330-a
8270792|eng-30-00459330-a
8276095|eng-30-00459330-a
8279305|eng-30-00460134-b
8279306|eng-30-00460134-b
8332163|eng-30-00461834-b
8332162|eng-30-00461834-b
24379|eng-30-00461971-a
27635|eng-30-00461971-a
8323809|eng-30-00463399-a
8323811|eng-30-00463399-a
8323813|eng-30-00463399-a
8323810|eng-30-00463399-a
8323812|eng-30-00463399-a
8323814|eng-30-00463399-a
8167385|eng-30-00463543-n
8167122|eng-30-00463543-n
8259770|eng-30-00464321-v
8259769|eng-30-00464321-v
8221474|eng-30-00464399-a
8196697|eng-30-00464399-a
8274911|eng-30-00465221-a
8273845|eng-30-00465221-a
21347|eng-30-00466808-a
8269242|eng-30-00466808-a
8263386|eng-30-00470701-v
8263388|eng-30-00470701-v
7711|eng-30-00470701-v
8905|eng-30-00470701-v
8261919|eng-30-00470701-v
8263387|eng-30-00470701-v
10084|eng-30-00470701-v
25283|eng-30-00471072-a
25520|eng-30-00471072-a
8263331|eng-30-00473003-v
8323724|eng-30-00473003-v
8267142|eng-30-00473003-v
8271966|eng-30-00473243-a
8271967|eng-30-00473243-a
8271966|eng-30-00473658-a
8271967|eng-30-00473658-a
8277174|eng-30-00475996-a
8277565|eng-30-00475996-a
31348|eng-30-00476249-a
31362|eng-30-00476249-a
37331|eng-30-00476249-a
8271026|eng-30-00477661-a
8271035|eng-30-00477661-a
8271027|eng-30-00477661-a
8271036|eng-30-00477661-a
8271050|eng-30-00477661-a
8259794|eng-30-00478830-v
8259795|eng-30-00478830-v
8264319|eng-30-00479176-v
8264321|eng-30-00479176-v
8259079|eng-30-00479176-v
8261206|eng-30-00479176-v
8281469|eng-30-00480439-a
8280329|eng-30-00480439-a
8277663|eng-30-00481737-a
8277232|eng-30-00481737-a
8277233|eng-30-00481737-a
8277664|eng-30-00481737-a
8277663|eng-30-00482227-a
8277232|eng-30-00482227-a
8277233|eng-30-00482227-a
8277664|eng-30-00482227-a
8275568|eng-30-00483048-a
8275566|eng-30-00483048-a
8275567|eng-30-00483048-a
8344704|eng-30-00483146-a
8344705|eng-30-00483146-a
8319422|eng-30-00483705-n
8319421|eng-30-00483705-n
884|eng-30-00484166-v
8258655|eng-30-00484166-v
2143|eng-30-00484166-v
8258656|eng-30-00484166-v
4279|eng-30-00484166-v
8260308|eng-30-00484166-v
8260938|eng-30-00484166-v
8073|eng-30-00484166-v
8258659|eng-30-00484166-v
8258161|eng-30-00484166-v
8259084|eng-30-00486998-v
8259085|eng-30-00486998-v
25001|eng-30-00487198-a
34628|eng-30-00487198-a
8271514|eng-30-00487525-a
8274537|eng-30-00487525-a
19979|eng-30-00487653-a
25505|eng-30-00487653-a
19833|eng-30-00488187-a
8270143|eng-30-00488187-a
19979|eng-30-00488187-a
8271490|eng-30-00488187-a
25505|eng-30-00488187-a
8269174|eng-30-00488187-a
29602|eng-30-00488187-a
8270493|eng-30-00488187-a
8281368|eng-30-00488403-b
8281375|eng-30-00488403-b
8281373|eng-30-00488403-b
8281374|eng-30-00488403-b
8271514|eng-30-00489108-a
8274535|eng-30-00489108-a
8313079|eng-30-00489475-n
8313080|eng-30-00489475-n
8271514|eng-30-00489491-a
8274546|eng-30-00489491-a
8274535|eng-30-00489491-a
8274548|eng-30-00489491-a
8274547|eng-30-00489491-a
8276259|eng-30-00489768-a
8276260|eng-30-00489768-a
8260152|eng-30-00489837-v
8260153|eng-30-00489837-v
19979|eng-30-00490035-a
25505|eng-30-00490035-a
31918|eng-30-00490413-a
8271212|eng-30-00490413-a
95035|eng-30-00490968-v
51045|eng-30-00490968-v
8263737|eng-30-00492410-v
4367|eng-30-00492410-v
8882|eng-30-00492410-v
8262551|eng-30-00492410-v
8272924|eng-30-00492677-a
8272923|eng-30-00492677-a
8260982|eng-30-00492706-v
8260984|eng-30-00492706-v
8259615|eng-30-00492706-v
8263627|eng-30-00492706-v
8260985|eng-30-00492706-v
8263737|eng-30-00492706-v
8260983|eng-30-00492706-v
8263734|eng-30-00492706-v
4367|eng-30-00492706-v
8263735|eng-30-00492706-v
5305|eng-30-00492706-v
8882|eng-30-00492706-v
8262551|eng-30-00492706-v
8279645|eng-30-00493040-b
8279646|eng-30-00493040-b
8260982|eng-30-00493259-v
8259615|eng-30-00493259-v
8272467|eng-30-00493460-a
8272468|eng-30-00493460-a
8272390|eng-30-00493820-a
8270493|eng-30-00493820-a
8258360|eng-30-00493929-v
8258361|eng-30-00493929-v
8260031|eng-30-00494269-v
8260033|eng-30-00494269-v
8260035|eng-30-00494269-v
8260205|eng-30-00494269-v
8260206|eng-30-00494269-v
8260207|eng-30-00494269-v
100702|eng-30-00494409-a
29595|eng-30-00494409-a
31918|eng-30-00494409-a
31987|eng-30-00494409-a
8271212|eng-30-00494409-a
41437|eng-30-00495377-b
41345|eng-30-00495377-b
8260205|eng-30-00495808-v
8260206|eng-30-00495808-v
8260207|eng-30-00495808-v
8260031|eng-30-00495808-v
8260033|eng-30-00495808-v
8260035|eng-30-00495808-v
8268624|eng-30-00495998-v
8268623|eng-30-00495998-v
21134|eng-30-00496259-a
27405|eng-30-00496259-a
21134|eng-30-00496422-a
8279144|eng-30-00496422-a
27405|eng-30-00496422-a
8323675|eng-30-00496422-a
8260205|eng-30-00496770-v
8260206|eng-30-00496770-v
8260207|eng-30-00496770-v
8260031|eng-30-00496770-v
8260033|eng-30-00496770-v
8260035|eng-30-00496770-v
24220|eng-30-00501004-a
8274076|eng-30-00501004-a
8269972|eng-30-00501313-a
8269973|eng-30-00501313-a
8270018|eng-30-00501313-a
8270015|eng-30-00501313-a
8279636|eng-30-00504043-b
8279637|eng-30-00504043-b
8198383|eng-30-00504592-a
8275449|eng-30-00504592-a
17025|eng-30-00504592-a
25824|eng-30-00504592-a
8271491|eng-30-00504592-a
67713|eng-30-00504660-n
8167543|eng-30-00504660-n
39809|eng-30-00505226-b
45527|eng-30-00505226-b
42276|eng-30-00505352-b
8230639|eng-30-00505352-b
8198383|eng-30-00505410-a
17025|eng-30-00505410-a
8198383|eng-30-00505853-a
17025|eng-30-00505853-a
8271300|eng-30-00505853-a
17277|eng-30-00505853-a
8270505|eng-30-00505853-a
8269991|eng-30-00507292-a
8269992|eng-30-00507292-a
8259038|eng-30-00508032-v
8264098|eng-30-00508032-v
67713|eng-30-00508672-n
100121|eng-30-00508672-n
8299687|eng-30-00510189-n
8299694|eng-30-00510189-n
8299688|eng-30-00510189-n
8299695|eng-30-00510189-n
8299690|eng-30-00510189-n
8273141|eng-30-00510348-a
39288|eng-30-00510348-a
36972|eng-30-00510644-a
36644|eng-30-00510644-a
39282|eng-30-00510644-a
8299687|eng-30-00511041-n
8299691|eng-30-00511041-n
8299698|eng-30-00511041-n
8299688|eng-30-00511041-n
8299695|eng-30-00511041-n
75704|eng-30-00511212-n
8289277|eng-30-00511212-n
8304526|eng-30-00511212-n
85577|eng-30-00511212-n
8312473|eng-30-00511212-n
25997|eng-30-00511739-a
26060|eng-30-00511739-a
8292101|eng-30-00512522-n
60077|eng-30-00512522-n
8292103|eng-30-00512522-n
90697|eng-30-00512522-n
8292104|eng-30-00512522-n
8284886|eng-30-00512843-n
8286609|eng-30-00512843-n
8284885|eng-30-00512843-n
8284884|eng-30-00512843-n
4158|eng-30-00512877-v
9007|eng-30-00512877-v
8292171|eng-30-00513089-n
97586|eng-30-00513089-n
50821|eng-30-00513401-n
8199230|eng-30-00513401-n
24964|eng-30-00513981-a
25925|eng-30-00513981-a
54204|eng-30-00515297-n
87120|eng-30-00515297-n
8270250|eng-30-00515380-a
8270261|eng-30-00515380-a
8270251|eng-30-00515380-a
8270253|eng-30-00515380-a
8269179|eng-30-00515380-a
8270262|eng-30-00515380-a
8299308|eng-30-00515414-n
8299309|eng-30-00515414-n
8270250|eng-30-00515870-a
8270261|eng-30-00515870-a
8270251|eng-30-00515870-a
8270253|eng-30-00515870-a
8269179|eng-30-00515870-a
8270262|eng-30-00515870-a
8270261|eng-30-00516360-a
8270262|eng-30-00516360-a
17857|eng-30-00517314-a
25694|eng-30-00517314-a
8270261|eng-30-00520214-a
8270262|eng-30-00520214-a
60594|eng-30-00520880-n
68900|eng-30-00520880-n
8269178|eng-30-00520892-a
29495|eng-30-00520892-a
8269179|eng-30-00520892-a
8269183|eng-30-00520892-a
25995|eng-30-00520892-a
8269182|eng-30-00520892-a
8288449|eng-30-00521562-n
8288450|eng-30-00521562-n
8270250|eng-30-00521584-a
8270251|eng-30-00521584-a
8269179|eng-30-00522101-a
8269185|eng-30-00522101-a
19783|eng-30-00522463-a
8272667|eng-30-00522463-a
8273295|eng-30-00522463-a
8274298|eng-30-00522463-a
28940|eng-30-00522463-a
8272669|eng-30-00522463-a
29495|eng-30-00522463-a
8272671|eng-30-00522463-a
8273296|eng-30-00522463-a
844|eng-30-00522751-v
8258045|eng-30-00522751-v
8258517|eng-30-00522751-v
8258520|eng-30-00522751-v
2591|eng-30-00522751-v
2728|eng-30-00522751-v
8258518|eng-30-00522751-v
8258500|eng-30-00522751-v
6973|eng-30-00522751-v
8258044|eng-30-00522751-v
8261143|eng-30-00522751-v
8258522|eng-30-00522751-v
8423|eng-30-00522751-v
8830|eng-30-00522751-v
8270250|eng-30-00522885-a
8270261|eng-30-00522885-a
8270251|eng-30-00522885-a
8270253|eng-30-00522885-a
8269179|eng-30-00522885-a
8270262|eng-30-00522885-a
8275271|eng-30-00523978-a
8275272|eng-30-00523978-a
6903|eng-30-00524682-v
8266129|eng-30-00524682-v
6973|eng-30-00524682-v
8203874|eng-30-00524682-v
8423|eng-30-00524682-v
8257387|eng-30-00524682-v
9389|eng-30-00524682-v
25328|eng-30-00525105-a
25694|eng-30-00525105-a
8270587|eng-30-00526062-a
31362|eng-30-00526062-a
8276000|eng-30-00526062-a
33730|eng-30-00526062-a
33737|eng-30-00526062-a
8272672|eng-30-00526062-a
8364583|eng-30-00527188-a
34628|eng-30-00527188-a
8278314|eng-30-00527188-a
35579|eng-30-00527188-a
8272222|eng-30-00529266-a
8272210|eng-30-00529266-a
8272210|eng-30-00529657-a
8273944|eng-30-00529657-a
8273945|eng-30-00529657-a
8269995|eng-30-00530354-a
8272219|eng-30-00530354-a
19093|eng-30-00530354-a
8272220|eng-30-00530354-a
8272222|eng-30-00530354-a
8272210|eng-30-00530354-a
8272223|eng-30-00530354-a
31858|eng-30-00530354-a
8269368|eng-30-00530354-a
8272224|eng-30-00530354-a
19093|eng-30-00531087-a
8272222|eng-30-00531087-a
8272210|eng-30-00531087-a
31858|eng-30-00531087-a
8269368|eng-30-00531087-a
3352|eng-30-00532115-v
8257674|eng-30-00532115-v
4039|eng-30-00532115-v
3477|eng-30-00532115-v
8270951|eng-30-00532892-a
8270950|eng-30-00532892-a
8367838|eng-30-00533452-a
20229|eng-30-00533452-a
8269688|eng-30-00533452-a
27310|eng-30-00533452-a
8271134|eng-30-00533452-a
8273212|eng-30-00535452-a
8273213|eng-30-00535452-a
19767|eng-30-00537339-a
8272617|eng-30-00537339-a
8272620|eng-30-00537339-a
19765|eng-30-00537339-a
8272616|eng-30-00537339-a
8272619|eng-30-00537339-a
8272618|eng-30-00537339-a
8272621|eng-30-00537339-a
24528|eng-30-00537339-a
8259702|eng-30-00539110-v
8259716|eng-30-00539110-v
2227|eng-30-00539110-v
3585|eng-30-00539110-v
8259705|eng-30-00539110-v
8259717|eng-30-00539110-v
8287196|eng-30-00540485-n
8287198|eng-30-00540485-n
8287197|eng-30-00540485-n
440|eng-30-00542120-v
8195117|eng-30-00542120-v
7202|eng-30-00542120-v
8266594|eng-30-00543410-v
8268922|eng-30-00543410-v
7350|eng-30-00543410-v
8266591|eng-30-00543410-v
8266593|eng-30-00543410-v
8200323|eng-30-00543410-v
8243557|eng-30-00543410-v
8275938|eng-30-00544478-a
8275995|eng-30-00544478-a
8258937|eng-30-00544549-v
8258943|eng-30-00544549-v
8258946|eng-30-00544549-v
8265302|eng-30-00544549-v
8258940|eng-30-00544549-v
6973|eng-30-00545557-v
8203874|eng-30-00545557-v
7718|eng-30-00545557-v
8269974|eng-30-00545746-a
8269981|eng-30-00545746-a
8269982|eng-30-00545746-a
8269975|eng-30-00545746-a
8269368|eng-30-00545746-a
8272945|eng-30-00546646-a
8272947|eng-30-00546646-a
8329774|eng-30-00546951-a
8329775|eng-30-00546951-a
8272947|eng-30-00547317-a
8272948|eng-30-00547317-a
8272940|eng-30-00547641-a
8272945|eng-30-00547641-a
8273337|eng-30-00547641-a
8272947|eng-30-00547641-a
8272941|eng-30-00547641-a
8272944|eng-30-00547641-a
8272940|eng-30-00548316-a
8272944|eng-30-00548316-a
8325360|eng-30-00548616-v
8263651|eng-30-00548616-v
8294752|eng-30-00549106-n
8294751|eng-30-00549106-n
16462|eng-30-00549236-a
16438|eng-30-00549236-a
18489|eng-30-00549236-a
8271003|eng-30-00549236-a
21134|eng-30-00549236-a
8279144|eng-30-00549236-a
32164|eng-30-00549236-a
39112|eng-30-00549236-a
8271976|eng-30-00549236-a
8306654|eng-30-00549472-n
8306655|eng-30-00549472-n
76889|eng-30-00549610-n
93931|eng-30-00549610-n
8260148|eng-30-00550117-v
8260993|eng-30-00550117-v
8260147|eng-30-00550117-v
8266063|eng-30-00550117-v
16412|eng-30-00550574-a
16474|eng-30-00550574-a
1762|eng-30-00552253-v
8193072|eng-30-00552253-v
8282151|eng-30-00553478-a
8282154|eng-30-00553478-a
8306778|eng-30-00554107-n
8306780|eng-30-00554107-n
53458|eng-30-00554200-n
82923|eng-30-00554200-n
53458|eng-30-00555138-n
84899|eng-30-00555138-n
27015|eng-30-00555325-a
29010|eng-30-00555325-a
8273480|eng-30-00556174-a
8272834|eng-30-00556174-a
68325|eng-30-00556313-n
81007|eng-30-00556313-n
8277292|eng-30-00556318-a
29640|eng-30-00556318-a
8277290|eng-30-00556318-a
8237066|eng-30-00556318-a
8364694|eng-30-00556318-a
8272441|eng-30-00556318-a
38274|eng-30-00556318-a
8272442|eng-30-00556318-a
8277291|eng-30-00556318-a
8266318|eng-30-00556593-v
7227|eng-30-00556593-v
8277290|eng-30-00556611-a
8237066|eng-30-00556611-a
8364694|eng-30-00556611-a
38274|eng-30-00556611-a
8272442|eng-30-00556611-a
8277291|eng-30-00556611-a
8309506|eng-30-00559919-v
8309504|eng-30-00559919-v
8277341|eng-30-00560100-a
8277342|eng-30-00560100-a
3367|eng-30-00560764-v
8262692|eng-30-00560764-v
25213|eng-30-00562469-a
31987|eng-30-00562469-a
8275435|eng-30-00562909-a
8274711|eng-30-00562909-a
8275443|eng-30-00562909-a
8275444|eng-30-00562909-a
8323819|eng-30-00566342-a
8323818|eng-30-00566342-a
29867|eng-30-00566835-a
34468|eng-30-00566835-a
8276531|eng-30-00568541-a
8276532|eng-30-00568541-a
25774|eng-30-00570099-a
26074|eng-30-00570099-a
25774|eng-30-00570225-a
25780|eng-30-00570225-a
25771|eng-30-00570322-a
25774|eng-30-00570322-a
8269995|eng-30-00572060-a
8272206|eng-30-00572060-a
8278875|eng-30-00573666-a
8278876|eng-30-00573666-a
28670|eng-30-00574884-a
8275420|eng-30-00574884-a
8309850|eng-30-00577068-n
8309851|eng-30-00577068-n
31442|eng-30-00578234-a
8273256|eng-30-00578234-a
8269805|eng-30-00579622-a
8270570|eng-30-00579622-a
8276884|eng-30-00579622-a
8271434|eng-30-00579622-a
8276883|eng-30-00579622-a
8272815|eng-30-00579622-a
8271435|eng-30-00579622-a
28936|eng-30-00579712-v
29116|eng-30-00579712-v
8271679|eng-30-00580039-a
8271320|eng-30-00580039-a
8265875|eng-30-00580512-v
8265876|eng-30-00580512-v
19975|eng-30-00580805-a
8270570|eng-30-00580805-a
8276884|eng-30-00580805-a
37479|eng-30-00580805-a
8272815|eng-30-00580805-a
25597|eng-30-00581401-a
26142|eng-30-00581401-a
79535|eng-30-00582388-n
8297224|eng-30-00582388-n
80619|eng-30-00582388-n
8285310|eng-30-00582388-n
8288407|eng-30-00582388-n
8297225|eng-30-00582388-n
52848|eng-30-00582388-n
8288404|eng-30-00582388-n
8288406|eng-30-00582388-n
8263766|eng-30-00582743-v
8263948|eng-30-00582743-v
4543|eng-30-00582743-v
8260507|eng-30-00582743-v
8273240|eng-30-00583239-a
8273241|eng-30-00583239-a
8278374|eng-30-00583239-a
8273242|eng-30-00583239-a
8278375|eng-30-00583239-a
8275634|eng-30-00583990-a
8275635|eng-30-00583990-a
8288404|eng-30-00584367-n
8288406|eng-30-00584367-n
8288405|eng-30-00584367-n
8288407|eng-30-00584367-n
8314453|eng-30-00584367-n
36613|eng-30-00585202-a
8273356|eng-30-00585202-a
8270749|eng-30-00586183-a
8270750|eng-30-00586183-a
8277800|eng-30-00586183-a
8277802|eng-30-00586183-a
8270751|eng-30-00586183-a
69269|eng-30-00586262-n
8292370|eng-30-00586262-n
8301981|eng-30-00586262-n
81353|eng-30-00586262-n
8300959|eng-30-00586262-n
8267430|eng-30-00587522-v
8268894|eng-30-00587522-v
8267431|eng-30-00587522-v
8268895|eng-30-00587522-v
8257510|eng-30-00588221-v
8258631|eng-30-00588221-v
8258314|eng-30-00588221-v
8257511|eng-30-00588221-v
8258632|eng-30-00588221-v
8258631|eng-30-00588888-v
8258633|eng-30-00588888-v
8258632|eng-30-00588888-v
94768|eng-30-00588998-n
94614|eng-30-00588998-n
33032|eng-30-00589067-a
33034|eng-30-00589067-a
8258633|eng-30-00589309-v
8258632|eng-30-00589309-v
7701|eng-30-00589738-v
8171|eng-30-00589738-v
8258506|eng-30-00589904-v
8258508|eng-30-00589904-v
8258633|eng-30-00590366-v
8258632|eng-30-00590366-v
8276360|eng-30-00590564-a
8276361|eng-30-00590564-a
8258631|eng-30-00591115-v
8258314|eng-30-00591115-v
1191|eng-30-00591115-v
8258633|eng-30-00591115-v
7701|eng-30-00591115-v
8258632|eng-30-00591115-v
8406|eng-30-00591115-v
9075|eng-30-00591115-v
9181|eng-30-00591115-v
